148,177,177,176,250,300,300,350,400
137,169,193,176,250,300,300,350,400
100,100,164,163,250,300,300,350,400
100,100,157,157,250,300,300,350,400
100,100,154,154,250,300,300,350,400
100,100,153,152,250,300,300,350,400
100,100,152,151,250,300,300,350,400
100,100,151,151,250,300,300,350,400
100,100,151,151,250,300,300,350,400
100,100,151,151,250,300,300,350,400
100,100,151,151,151,195,194,350,400
119,178,226,198,229,259,218,350,400
100,100,151,151,151,173,173,350,400
100,100,151,120,124,155,155,350,400
100,100,168,168,199,199,199,350,400
100,100,201,201,207,249,249,350,400
100,100,189,120,120,194,176,350,400
100,100,189,169,169,266,189,350,400
100,100,189,169,169,283,283,382,390
100,100,189,169,169,283,275,301,369
100,100,189,169,169,283,189,241,318
100,100,189,169,169,259,189,189,259
100,100,189,169,169,231,189,189,230
100,100,189,169,169,220,189,189,220
100,100,189,169,169,216,189,189,216
100,100,189,169,169,212,189,189,211
100,100,189,169,169,212,189,191,213
100,100,189,169,169,209,189,189,208
100,100,189,169,169,208,193,197,207
100,100,189,169,169,207,189,192,206
100,100,189,169,169,206,189,189,205
100,100,189,169,179,207,197,197,208
100,100,189,169,178,207,191,195,213
100,100,189,169,169,205,201,201,204
100,100,189,169,173,207,189,196,209
100,100,189,169,176,207,195,214,214
100,100,189,169,169,207,189,198,213
100,100,189,169,196,207,204,207,228
100,100,189,169,184,201,189,192,218
100,100,189,169,195,207,205,213,233
100,100,189,169,170,207,189,189,222
100,100,189,169,207,207,207,221,234
100,100,189,169,176,204,190,191,225
100,100,189,169,198,207,203,210,233
100,100,189,169,182,207,189,189,221
100,100,189,169,213,213,213,237,248
100,100,189,169,169,203,189,189,237
100,100,189,169,201,214,213,222,225
100,100,189,169,183,211,210,216,224
100,100,189,169,202,207,197,213,225
100,100,189,169,201,212,211,222,244
100,100,189,169,191,207,195,195,232
100,100,189,169,207,223,222,235,247
100,100,189,169,172,202,194,200,239
100,100,189,169,205,220,220,234,249
100,100,189,169,173,203,184,184,239
100,100,189,169,229,229,228,241,264
100,100,189,169,180,204,189,191,249
100,100,189,169,220,220,220,232,250
100,100,189,169,198,207,196,197,239
100,100,189,169,226,226,225,249,269
100,100,189,169,181,201,189,189,252
100,100,189,169,225,225,225,251,251
100,100,189,169,182,207,198,209,247
100,100,189,169,225,225,225,243,265
100,100,189,169,191,210,199,199,249
100,100,189,169,230,230,230,254,276
100,100,189,169,184,204,189,189,258
100,100,189,169,230,230,229,256,267
100,100,189,169,185,207,196,196,255
100,100,189,169,229,229,228,266,266
100,100,189,169,191,207,193,202,258
100,100,189,169,239,239,239,259,274
100,100,189,169,190,207,189,192,262
100,100,189,169,231,231,230,266,266
100,100,189,169,194,207,193,203,259
100,100,189,169,231,231,231,251,282
100,100,189,169,200,210,210,219,259
100,100,189,169,225,225,225,238,267
100,100,189,169,227,227,227,244,248
100,100,189,169,221,221,221,246,262
100,100,189,169,222,222,222,238,249
100,100,189,169,227,227,227,253,271
100,100,189,169,217,221,220,221,254
100,100,189,169,226,226,226,242,258
100,100,189,169,228,228,227,250,262
100,100,189,169,222,222,221,249,265
100,100,189,169,224,224,224,249,249
100,100,189,169,227,227,226,256,265
100,100,189,169,220,223,223,239,252
100,100,189,169,227,227,226,256,256
100,100,189,169,225,225,225,248,254
100,100,189,169,220,220,219,237,262
100,100,189,169,218,218,218,227,243
