100,100,201,200,250,300,300,350,400
139,162,196,195,250,300,300,350,400
100,100,173,173,250,300,300,350,400
100,100,162,162,250,300,300,350,400
100,100,157,156,250,300,300,350,400
100,100,154,153,250,300,300,350,400
100,100,152,152,250,300,300,350,400
100,100,152,151,250,300,300,350,400
100,100,151,151,250,300,300,350,400
100,100,151,151,250,300,300,350,400
100,100,151,151,151,184,183,350,400
130,183,217,200,250,300,300,350,400
110,110,240,200,250,300,300,350,400
100,100,176,175,250,300,300,350,400
100,100,163,163,250,300,300,350,400
100,100,157,157,250,300,300,350,400
100,100,154,154,250,300,300,350,400
100,100,153,152,250,300,300,350,400
100,100,152,151,250,300,300,350,400
100,100,151,151,250,300,300,350,400
100,100,151,151,250,300,300,350,400
100,100,151,151,151,183,183,350,400
100,100,111,126,126,126,125,350,400
