1496714433.11,0,16.8828125,0,3.30078125,0,0,0,0,1315,0,0.0113279819489,200,100,1 
 1496714438.2,2.95685216495,11.4146392617,3.86922140496,2.25461409396,0,0,0,0,1583,0,0.0121908187866,200,149,1 
 1496714442.89,3.40067194645,12.3004721223,4.09404705518,2.44491906475,0,0,0,0,1382,0,0.0134501457214,200,139,1 
 1496714447.94,2.77359651367,12.3651079137,4.93409820421,2.46740107914,0,0,0,0,1671,0,0.0103850364685,200,139,1 
 1496714452.92,3.06255551671,13.4948730469,2.75078393392,2.67944335938,0,0,0,0,1741,0,0.0167579650879,200,128,1 
 1496714457.96,2.63310268812,14.1101371951,2.69699678832,2.79153963415,0,0,0,0,1099,0,0.0165390968323,200,123,1 
 1496714462.94,2.80406041537,14.4014721074,2.89367011352,2.84090909091,0,0,0,0,1174,0,0.0120499134064,200,121,1 
 1496714467.97,2.81188755647,14.7058823529,2.68065707518,2.89193802521,0,0,0,0,1336,0,0.0111000537872,200,119,1 
 1496714477.01,1.68453842376,14.7649684874,1.52981092784,2.89522058824,0,0,0,0,1533,0,0.0126080513,200,119,1 
 1496714481.92,2.78274495566,14.8240546218,3.06303227013,2.89850315126,0,0,0,0,1408,0,0.0138878822327,200,119,1 
 1496714486.98,2.83983383654,15.0092690678,2.68558856845,2.92306673729,0,0,0,0,1048,0,0.0107870101929,200,118,1 
 1496714492.13,2.76502337149,15.0456832627,2.97121743215,2.92306673729,0,0,0,0,1198,0,0.0208940505981,200,118,1 
 1496714554.11,0,16.78125,0,3.19921875,0,0,0,0,1243,0,0.0100688934326,200,100,1 
 1496714558.88,2.79775248971,11.6558305369,4.71798222678,2.24937080537,0,0,0,0,1846,0,0.0128450393677,200,149,1 
 1496714563.89,2.72227153689,9.97321428571,4.53030137577,1.93973214286,0,0,0,0,1565,0,0.0123291015625,200,175,1 
 1496714568.87,2.68194607712,10.9643554688,2.67216032787,2.12158203125,0,0,0,0,1534,0,0.0106341838837,200,160,1 
 1496714574.12,2.75596108662,13.1675606343,2.79799697095,2.53323227612,0,0,0,0,1741,0,0.0179359912872,200,134,1 
 1496714578.99,3.29298948571,14.298765121,2.95648564682,2.74067540323,0,0,0,0,1511,0,0.0125830173492,200,124,1 
 1496714583.97,3.03017895812,14.7210743802,2.75269782764,2.81185433884,0,0,0,0,1065,0,0.0106241703033,200,121,1 
 1496714588.89,2.94615989817,15.0308560924,2.97422203581,2.85911239496,0,0,0,0,1107,0,0.0103588104248,200,119,1 
 1496714596.84,1.83512946633,15.0899422269,1.83280926102,2.86567752101,0,0,0,0,1039,0,0.00981903076172,200,119,1 
 1496714601.95,2.85788719307,15.1621586134,2.72635774046,2.87880777311,0,0,0,0,1234,0,0.0104541778564,200,119,1 
 1496714606.91,2.93519168964,15.3502383475,2.85970158568,2.90320444915,0,0,0,0,1095,0,0.0107188224792,200,118,1 
 1496714611.92,3.67019533162,15.4263771186,2.72041220339,2.90651483051,0,0,0,0,1104,0,0.0103688240051,200,118,1 
 1496714616.87,2.79149521472,15.4859639831,3.15148576392,2.90982521186,0,0,0,0,1058,0,0.00990104675293,200,118,1 
 1496714622.1,2.98624885246,15.4925847458,2.7798318961,2.91313559322,0,0,0,0,1242,0,0.0136218070984,200,118,1 
 1496714627.0,3.44614450338,15.4958951271,3.30075441329,2.92637711864,0,0,0,0,999,0,0.0106198787689,200,118,1 
 1496714631.95,3.42038789722,15.5058262712,3.20903720881,2.9296875,0,0,0,0,1049,0,0.0138521194458,200,118,1 
 1496714636.94,3.0951207465,15.5256885593,2.98992941055,2.93299788136,0,0,0,0,1049,0,0.0126821994781,200,118,1 
 1496714642.21,2.66822453834,15.532309322,2.96562121212,2.93630826271,0,0,0,0,827,0,0.00886011123657,200,118,1 
 1496714646.93,3.15287069038,15.5356197034,3.38014772775,2.93961864407,1,172.17.0.4,0,0,1248,0,0.0110330581665,200,118,1 
 1496714651.95,3.14697401247,15.5521716102,2.93988311983,2.95286016949,1,172.17.0.4,0,0,1320,0,0.0155251026154,200,118,1 
 1496714657.19,3.09643,15.5654131356,2.85859970803,2.95286016949,1,172.17.0.4,0,0,1154,0,0.0333230495453,200,118,1 
 1496714662.18,3.46666704961,15.5720338983,3.37625238494,2.95286016949,1,172.17.0.4,0,0,1220,0,0.0127110481262,200,118,1 
 1496714667.25,3.37819328034,15.5852754237,3.54566202128,2.95286016949,1,172.17.0.4,0,0,1303,0,0.0128889083862,200,118,1 
 1496714671.95,3.2674517414,15.5852754237,3.53662184293,2.9594809322,1,172.17.0.4,0,0,1560,0,0.0153198242188,200,118,1 
 1496714676.95,2.74917973836,15.5852754237,2.35128164241,2.96279131356,1,172.17.0.4,0,0,1024,0,0.0195059776306,200,118,1 
 1496714681.95,2.83519140187,15.5918961864,2.70508118688,2.96610169492,1,172.17.0.4,0,0,1238,0,0.0126991271973,200,118,1 
 1496714687.04,3.14519111111,15.5918961864,2.91564260367,2.96610169492,1,172.17.0.4,0,0,1288,0,0.0116219520569,200,118,1 
 1496714692.16,3.05120056574,15.5952065678,3.05775243636,2.96610169492,1,172.17.0.4,0,0,1384,0,0.0140190124512,200,118,1 
 1496714697.04,3.07333310452,15.5985169492,2.73087439543,2.96941207627,1,172.17.0.4,0,0,1122,0,0.0128021240234,200,118,1 
 1496714702.06,3.16597896694,15.5985169492,3.41878259875,2.96941207627,1,172.17.0.4,0,0,857,0,0.0175879001617,200,118,1 
 1496714706.99,3.499685875,15.6018273305,3.49848035398,2.98596398305,1,172.17.0.4,0,0,1152,0,0.0144948959351,200,118,1 
 1496714711.84,3.31029438505,15.6051377119,2.96693047864,2.99258474576,0,0,0,0,1121,0,0.0148708820343,200,118,1 
 1496714717.01,2.49938316222,15.6084480932,2.26572713846,2.99258474576,0,0,0,0,1073,0,0.010027885437,200,118,1 
 1496714721.81,3.15668794224,15.6117584746,3.5794541358,2.99920550847,0,0,0,0,771,0,0.00835013389587,200,118,1 
 1496714726.95,2.55964996929,15.6283103814,2.595359182,2.99920550847,0,0,0,0,1036,0,0.0102829933167,200,118,1 
 1496714731.93,2.76576401441,15.6349311441,3.43822634146,3.00582627119,0,0,0,0,1020,0,0.0101521015167,200,118,1 
 1496714737.06,3.45048587326,15.6349311441,3.18160851852,3.00913665254,0,0,0,0,1005,0,0.0109920501709,200,118,1 
 1496714741.85,3.17116640247,15.6514830508,3.08818648898,3.02568855932,0,0,0,0,945,0,0.00985312461853,200,118,1 
 1496714747.06,2.61945150488,15.6547934322,2.64696167528,3.02899894068,0,0,0,0,1066,0,0.0111858844757,200,118,1 
 1496714752.1,3.37517183333,15.6912076271,2.77935521421,3.02899894068,0,0,0,0,1136,0,0.0108110904694,200,118,1 
 1496714756.95,2.97106594256,15.6912076271,3.44103962185,3.03561970339,0,0,0,0,1485,0,0.0234200954437,200,118,1 
 1496714761.89,3.12588617478,15.6912076271,2.81231339927,3.03561970339,0,0,0,0,1203,0,0.0118720531464,200,118,1 
 1496714767.09,2.71145863874,15.6978283898,2.41443703002,3.03893008475,0,0,0,0,1184,0,0.0144929885864,200,118,1 
 1496714771.82,3.10122854167,15.7011387712,2.7852781781,3.03893008475,0,0,0,0,894,0,0.00851702690125,200,118,1 
 1496714777.06,2.40798848392,15.7011387712,2.77771113381,3.0422404661,0,0,0,0,1031,0,0.0107209682465,200,118,1 
 1496714782.05,3.20078933333,15.7011387712,2.9964726096,3.0422404661,0,0,0,0,1086,0,0.0186328887939,200,118,1 
 1496714787.09,3.41575817227,15.7044491525,3.04967602733,3.0422404661,0,0,0,0,981,0,0.0104260444641,200,118,1 
 1496714792.22,3.68053738494,15.7077595339,3.35712044211,3.04886122881,0,0,0,0,1440,0,0.0169560909271,200,118,1 
 1496714796.89,3.39156632685,15.727621822,3.2528206318,3.06872351695,0,0,0,0,1037,0,0.010027885437,200,118,1 
 1496714802.02,2.83346401648,15.7309322034,2.71955241344,3.06872351695,0,0,0,0,1441,0,0.0137588977814,200,118,1 
 
