105,134,200,200,250,300,300,350,400
113,178,236,200,250,300,300,350,400
137,189,233,200,250,300,300,350,400
100,100,161,160,250,300,300,350,400
127,146,232,160,250,300,300,350,400
100,152,161,160,250,300,300,350,400
131,131,202,160,250,300,300,350,400
125,125,201,160,250,300,300,350,400
100,100,141,140,250,300,300,350,400
100,147,204,140,250,300,300,350,400
119,148,163,162,250,300,300,350,400
100,182,182,162,250,300,300,350,400
100,176,189,162,250,300,300,350,400
100,100,142,141,141,181,181,350,400
100,129,186,141,141,191,181,350,400
100,169,216,141,141,221,181,350,400
100,163,200,200,250,300,300,350,400
100,125,176,176,250,300,300,350,400
100,100,149,148,250,300,300,350,400
100,167,223,148,250,300,300,350,400
100,100,135,134,250,300,300,350,400
100,100,128,127,250,300,300,350,400
100,100,124,124,250,300,300,350,400
100,100,123,122,250,300,300,350,400
100,142,193,122,250,300,300,350,400
100,100,122,121,250,300,300,350,400
100,100,121,121,121,192,192,350,400
100,100,120,111,111,125,110,350,400
100,100,120,110,110,125,110,350,400
100,154,182,120,120,187,133,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
107,124,178,144,144,183,145,350,400
100,100,120,116,116,125,116,350,400
100,100,120,116,116,125,116,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,149,186,120,120,191,133,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,115,214,200,250,300,300,350,400
100,129,178,178,250,300,300,350,400
100,100,150,149,250,300,300,350,400
104,140,222,149,250,300,300,350,400
100,100,135,135,250,300,300,350,400
100,100,128,128,250,300,300,350,400
100,100,125,124,250,300,300,350,400
100,100,123,122,250,300,300,350,400
100,153,206,122,250,300,300,350,400
100,100,122,121,250,300,300,350,400
100,100,121,121,121,192,191,350,400
100,100,120,111,111,125,110,350,400
100,100,120,110,110,125,110,350,400
107,174,174,135,135,179,140,350,400
100,100,120,114,114,125,114,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,168,177,120,120,182,133,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
107,128,160,148,148,165,147,350,400
100,100,120,117,117,125,117,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,169,177,120,120,182,133,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
107,141,173,157,157,178,157,350,400
100,100,120,120,120,125,119,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,142,153,120,120,158,133,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
107,134,147,140,140,152,143,350,400
100,100,120,115,115,125,115,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,178,178,120,120,183,133,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,134,157,120,120,162,133,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
100,100,120,110,110,125,110,350,400
107,161,161,161,161,166,161,350,400
100,100,120,121,121,125,120,350,400
100,100,120,111,111,125,110,350,400
100,100,120,111,111,125,110,350,400
100,100,120,111,111,125,110,350,400
107,186,194,142,142,199,144,350,400
